Name,Grid Error,Surface Error,Importance Error
37402,0.012220938011300713,0.014763269,0.01399217465540428
37404,0.007359329903704013,0.011883413,0.011451084890212817
37415,0.008994287095276783,0.016840521,0.015166835317335465
37416,0.017902996889566154,0.015678655,0.014612550959060522
37506,0.005691515897830709,0.00831083,0.008140065577613959
37568,0.013887922385667623,0.009695942,0.010302352745842038
37569,0.006233434465756737,0.010355987,0.009908612791647117
37620,0.003358707641301422,0.004022168,0.0038871917689028554
37621,0.005221463396863474,0.005188283,0.0051040588197855015
37622,0.005016597468889238,0.0077699465,0.00761427617602438
37627,0.006523299703081924,0.0057816473,0.005843426247645649
37653,0.00914570958758098,0.014710128,0.014262532084263457
37730,0.005193473751094694,0.014490185,0.01266343393661385
37731,0.005258155635901578,0.01394077,0.012234183485139133
37743,0.004362047762130858,0.005504211,0.005303228646528956
37744,0.007790158074316068,0.007132288,0.007098821725503819
37745,0.007266940173850468,0.007302948,0.007420466442861311
37746,0.008707855227584858,0.006754793,0.006786770692227464
37747,0.009882187807211229,0.0057206233,0.006117965651713731
37748,0.006116333934829887,0.012420174,0.011341966469432214
37749,0.0041192987527774155,0.01015859,0.009152936325860653
37750,0.006540234489082059,0.009359241,0.009130163429636066
37751,0.01231312149949746,0.013162337,0.01294830425284975
37765,0.014850068251805605,0.0074858586,0.008070877239753351
37766,0.009531700586277171,0.006751969,0.008393504891491842
